id,docket_number,company_name,date_issued,year,administration,categories,violation_type,complaint_counts,legal_authority,commissioners,ftc_url,source_filename,num_provisions,num_requirements,order_duration_years,takeaway_brief,statutory_topics,practice_areas,industry_sectors,remedy_types,provision_counts_by_topic
09.06_cardsystems_solutions_and_solidus_networks_dba_pay_by_touch_solutions,C-4168,"CardSystems Solutions, Inc.",2006-09-15,2006,G.W. Bush,Data Security,unfair,Unfair Data Security Practices,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Deborah Platt Majoras, Chairman; Pamela Jones Harbour; Jon Leibowitz; William E. Kovacic; J. Thomas Rosch",https://www.ftc.gov/legal-library/browse/cases-proceedings/052-3148-cardsystems-solutions-inc-solidus-networks-inc-dba-pay-touch-solutions-matter,"09.06, CardSystems Solutions, and Solidus Networks, dba Pay By Touch Solutions.json",7,23,20.0,"CardSystems Solutions stored sensitive payment card data in a vulnerable format and failed to implement basic security, enabling a hacker to compromise millions of consumer records.",Section 5 Only,Data Security,Financial Services,Comprehensive Security Program; Third-Party Assessment; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 7}"
09.06_xanga.com_john_hiler_and_marc_ginsburg,06 Civ.,"Xanga.com, Inc.",2006-09-15,2006,G.W. Bush,COPPA / Children's Privacy; Privacy / Deceptive Privacy Practices,both,Failure to Provide Sufficient Website Notice (COPPA Rule § 312.4(b)); Failure to Provide Direct Parental Notice (COPPA Rule § 312.4(c)); Failure to Obtain Verifiable Parental Consent (COPPA Rule § 312.5); Failure to Provide Parental Review and Opt-Out Mechanism (COPPA Rule § 312.6),"Sections 1303(c) and 1306(d) of the Children's Online Privacy Protection Act of 1998 (COPPA), 15 U.S.C. §§ 6501-6506, 6502(c), and 6505(d), and Sections 5(a)(1), 5(m)(1)(A), 13(b), 16(a), and 19 of the Federal Trade Commission Act (FTC Act), 15 U.S.C. §§ 41-58, 45(a)(1), 45(m)(1)(A), 53(b), 56(a), and 57b",,https://www.ftc.gov/legal-library/browse/cases-proceedings/062-3073-xangacom-inc-john-hiler-marc-ginsburg,"09.06, Xanga.com, John Hiler, and Marc Ginsburg.json",12,19,,Xanga knowingly allowed approximately 1.7 million children to create blogs and collected their personal data for targeted advertising without parental consent for five years.,COPPA,Privacy,Social Media; Technology,Prohibition; Order Administration; Other; Monetary Penalty; Data Deletion; Compliance Monitoring; Recordkeeping,"{""COPPA"": 12}"
10.06_integrity_security_investigation_services,Civil Action No. 2:06-cv-241-RGD-JEB,"Integrity Security & Investigation Services, Inc.",2006-10-15,2006,G.W. Bush,Other,deceptive,Unfair Practice — Obtaining and Selling Confidential Customer Phone Records and Financial Information Without Authorization,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 13(b) of the Federal Trade Commission Act, 15 U.S.C. § 53(b)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/062-3101-integrity-security-investigation-services-inc,"10.06, Integrity Security & Investigation Services.json",10,34,,ISIS advertised and sold confidential consumer phone records and financial account information obtained by impersonating account holders without their authorization.,Section 5 Only,Privacy,Other,Prohibition; Monetary Penalty; Third-Party Assessment; Order Administration; Recordkeeping; Compliance Monitoring,"{""Section 5 Only"": 10}"
02.07_consumerinfo.com._dba_experian_consumer_direct_qspace_and_iplace,CV SAC 05-801 MS,"Consumerinfo.com, Inc.",2007-02-15,2007,G.W. Bush,Fair Credit Reporting (FCRA),deceptive,Failure to Disclose Membership Fee and Cancellation Requirement; Unauthorized Charges to Consumer Accounts; Failure to Disclose Non-Affiliation with FACT Act Free Credit Report Program,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a), and Section 13(b) of the Federal Trade Commission Act, 15 U.S.C. § 53(b)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/022-3263-consumerinfocom-inc-dba-experian-consumer-direct-qspace-inc-iplace-inc,"02.07, Consumerinfo.com., dba Experian Consumer Direct, Qspace, and Iplace.json",7,17,,Consumerinfo.com advertised 'free' credit reports but secretly enrolled consumers in a paid subscription service charged to the credit card they provided.,Section 5 Only,Deceptive Design / Dark Patterns; Financial Practices,Financial Services,Prohibition; Monetary Penalty; Order Administration; Recordkeeping,"{""Section 5 Only"": 7}"
02.07_information_search_and_david_j._kacala,AMD-01-1121,"Information Search, Inc.",2007-02-15,2007,G.W. Bush,Gramm-Leach-Bliley,both,Violations of the Gramm-Leach-Bliley Act; Violations of Section 5(a) of the FTC Act,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 13(b) of the Federal Trade Commission Act, 15 U.S.C. § 53(b); Section 521 of the Gramm-Leach-Bliley Act, 15 U.S.C. § 6821",,https://www.ftc.gov/legal-library/browse/cases-proceedings/062-3102-information-search-inc-david-j-kacala-district-maryland-northern-division,"02.07, Information Search, and David J. Kacala.json",11,35,,"Information Search, Inc. obtained consumers' confidential bank account data by impersonating customers to financial institution employees and then sold that information to clients.",GLBA,Privacy; Financial Practices,Financial Services,Prohibition; Monetary Penalty; Consumer Redress; Compliance Monitoring; Order Administration; Recordkeeping,"{""GLBA"": 11}"
04.07_guidance_software,C-4187,"Guidance Software, Inc.",2007-04-15,2007,G.W. Bush,Data Security; Privacy / Deceptive Privacy Practices,deceptive,Data Security Misrepresentation,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45 et seq","Deborah Platt Majoras, Chairman; Pamela Jones Harbour; Jon Leibowitz; William E. Kovacic; J. Thomas Rosch",https://www.ftc.gov/legal-library/browse/cases-proceedings/062-3057-guidance-software-inc-matter,"04.07, Guidance Software.json",8,23,20.0,"Guidance Software falsely claimed strong data security while storing customer credit card data in clear text, enabling a hacker breach.",Section 5 Only,Data Security,Technology,Prohibition; Comprehensive Security Program; Third-Party Assessment; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 8}"
12.07_american_united_mortgage_company._united_states_of_america,,American United,2007-12-15,2007,G.W. Bush,Data Security; Privacy / Deceptive Privacy Practices; Fair Credit Reporting (FCRA); Gramm-Leach-Bliley,both,Failure to Implement Reasonable Disposal Procedures (Disposal Rule / FCRA); Failure to Implement Comprehensive Information Security Program (Safeguards Rule); Failure to Provide Privacy Notice to Customers (Privacy Rule),"Sections 5(a)(1) and 13(b) of the Federal Trade Commission Act, Fair Credit Reporting Act (FCRA), and Safeguarding Customer Information Rule",,https://www.ftc.gov/legal-library/browse/cases-proceedings/062-3103-american-united-mortgage-company-united-states-america-ftc,"12.07, American United Mortgage Company., United States of America.json",0,0,,"American United discarded consumer documents in an unsecured dumpster, failed to implement a written security program, and failed to provide customers with required privacy notices.",FCRA; GLBA,Data Security; Financial Practices,Financial Services,,"{""FCRA"": 0, ""GLBA"": 0}"
12.07_ceo_group_dba_check_em_out_and_scott_joseph,06-60602-CIV,"CEO GROUP, INC.",2007-12-15,2007,G.W. Bush,Telemarketing / Do-Not-Call,deceptive,Unfair Practice — Obtaining and Selling Confidential Phone Records Without Authorization,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 13(b) of the Federal Trade Commission Act, 15 U.S.C. § 53(b)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/062-3100-ceo-group-inc-dba-check-em-out-scott-joseph,"12.07, CEO Group dba Check Em Out, and Scott Joseph.json",11,30,,CEO Group sold confidential consumer telephone call records obtained through impersonation and false pretenses without account holders' knowledge or authorization.,Section 5 Only,Privacy; Surveillance,Other,Prohibition; Monetary Penalty; Compliance Monitoring; Third-Party Assessment; Order Administration; Recordkeeping,"{""Section 5 Only"": 11}"
02.08_ingenix,C-4214,"Ingenix, Inc.",2008-02-15,2008,G.W. Bush,Health Data; Fair Credit Reporting (FCRA),both,Failure to Provide Required FCRA Notice to Users of Consumer Reports,"Fair Credit Reporting Act, 15 U.S.C. § 1681 et seq., and Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)","Deborah Platt Majoras, Chairman; Pamela Jones Harbour; Jon Leibowitz; William E. Kovacic; J. Thomas Rosch",https://www.ftc.gov/legal-library/browse/cases-proceedings/062-3190-ingenix-inc-matter,"02.08, Ingenix.json",7,15,20.0,Ingenix sold individual medical profiles — constituting consumer reports — to insurers without providing the legally required FCRA notice to those users.,FCRA,Financial Practices,Healthcare; Financial Services,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""FCRA"": 7}"
02.08_milliman,C-4213,"Milliman, Inc.",2008-02-15,2008,G.W. Bush,Health Data; Fair Credit Reporting (FCRA),both,Failure to Provide Required Notice to Users of Consumer Reports (FCRA Section 607(d)),"Section 5(a)(1) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)(1); Section 607(d) of the Fair Credit Reporting Act, 15 U.S.C. § 1681e(d)","Deborah Platt Majoras, Chairman; Pamela Jones Harbour; Jon Leibowitz; William E. Kovacic; J. Thomas Rosch",https://www.ftc.gov/legal-library/browse/cases-proceedings/062-3189-milliman-inc-matter,"02.08, Milliman.json",7,11,20.0,Milliman sold individual medical profiles to insurers for underwriting without providing the legally required FCRA notice to those insurer users.,FCRA,Financial Practices,Healthcare; Financial Services,Prohibition; Recordkeeping; Order Administration; Compliance Monitoring,"{""FCRA"": 7}"
04.08_goal_financial,C-4216,"GOAL FINANCIAL, LLC",2008-04-15,2008,G.W. Bush,Data Security; Privacy / Deceptive Privacy Practices; Gramm-Leach-Bliley,both,Violations of the Safeguards Rule; Deceptive Data Security Representations — Violation of FTC Act Section 5; Violation of the Privacy Rule — Inaccurate Privacy Notice,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45; Standards for Safeguarding Customer Information Rule, 16 C.F.R. Part 314; Privacy of Customer Financial Information Rule, 16 C.F.R. Part 313; Title V, Subtitle A of the Gramm-Leach-Bliley Act, 15 U.S.C. § 6801-6809","William E. Kovacic, Chairman; Pamela Jones Harbour; Jon Leibowitz; J. Thomas Rosch",https://www.ftc.gov/legal-library/browse/cases-proceedings/072-3013-goal-financial-llc-matter,"04.08, Goal Financial.json",9,21,20.0,"Goal Financial failed to secure student loan applicants' sensitive data, allowing employees to steal thousands of consumer files for unauthorized use.",GLBA,Data Security,Financial Services; Education,Prohibition; Comprehensive Security Program; Third-Party Assessment; Recordkeeping; Order Administration; Compliance Monitoring,"{""GLBA"": 9}"
04.08_life_is_good_and_life_is_good_retail,C-4218,"Life is good, Inc.",2008-04-15,2008,G.W. Bush,Data Security,deceptive,Data Security Misrepresentation,Section 5(a) of the Federal Trade Commission Act,"William E. Kovacic, Chairman; Pamela Jones Harbour; Jon Leibowitz; J. Thomas Rosch",https://www.ftc.gov/legal-library/browse/cases-proceedings/072-3046-life-good-inc-life-good-retail-inc-matter,"04.08, Life is good and Life is good Retail.json",8,19,20.0,"Life is Good falsely claimed to store customers' personal information securely while actually storing it in clear, unencrypted text.",Section 5 Only,Data Security,Retail,Prohibition; Comprehensive Security Program; Third-Party Assessment; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 8}"
05.08_action_research_group,C-6:07-cv-227-Orl-22UAM,"ACTION RESEARCH GROUP, INC.",2008-05-15,2008,G.W. Bush,Privacy / Deceptive Privacy Practices,deceptive,Deceptive Misrepresentations to Obtain Phone Records; Unfair Practice of Obtaining and Selling Phone Records Without Consent,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a)",,https://www.ftc.gov/legal-library/browse/cases-proceedings/072-3021-action-research-group-inc-et-al,"05.08, Action Research Group.json",11,38,,Action Research Group impersonated account holders to fraudulently obtain confidential telephone records from carriers and sold them to third-party clients.,Section 5 Only,Privacy; Surveillance,Telecom,Prohibition; Monetary Penalty; Consumer Redress; Third-Party Assessment; Compliance Monitoring; Recordkeeping; Order Administration,"{""Section 5 Only"": 11}"
08.08_reed_elsevier_inc._and_seisint,C-4226,"Reed Elsevier Inc. and Seisint, Inc.",2008-08-15,2008,G.W. Bush,Data Security; Privacy / Deceptive Privacy Practices,unfair,Unfair Data Security Practices,"Federal Trade Commission Act, 15 U.S.C. § 45 et seq","William E. Kovacic, Chairman; Pamela Jones Harbour; Jon Leibowitz; J. Thomas Rosch",https://www.ftc.gov/legal-library/browse/cases-proceedings/052-3094-reed-elsevier-inc-seisint-inc-matter,"08.08, Reed Elsevier Inc. and Seisint.json",7,17,20.0,"LexisNexis and Seisint failed to secure user credentials for their Accurint data products, allowing attackers to repeatedly access sensitive consumer records.",Section 5 Only,Data Security,Financial Services,Comprehensive Security Program; Third-Party Assessment; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 7}"
08.08_tjx_companies_the,C-4227,"The TJX Companies, Inc.",2008-08-15,2008,G.W. Bush,Data Security; Privacy / Deceptive Privacy Practices,unfair,Unfair Data Security Practices,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C § 45(a)","William E. Kovacic, Chairman; Pamela Jones Harbour; Jon Leibowitz; J. Thomas Rosch",https://www.ftc.gov/legal-library/browse/cases-proceedings/072-3055-tjx-companies-inc-matter,"08.08, TJX Companies, The.json",7,22,20.0,"TJX Companies stored customers' payment card data in clear text and used weak wireless security, enabling intruders to intercept vast amounts of sensitive information.",Section 5 Only,Data Security,Retail,Comprehensive Security Program; Third-Party Assessment; Recordkeeping; Order Administration; Compliance Monitoring,"{""Section 5 Only"": 7}"
09.08_emc_mortgage_co.,4:08-cv-338,EMC Mortgage Corporation,2008-09-15,2008,G.W. Bush,Fair Credit Reporting (FCRA),both,Misrepresentation of Amounts Owed; Unfair and Deceptive Assessment and Collection of Fees; Deceptive Reasonable Basis Claims; Harassment or Abuse (FDCPA § 806); False or Misleading Representations (FDCPA § 807); Unfair Practices — Unauthorized Collection Amounts (FDCPA § 808); Failure to Validate Debts (FDCPA § 809); Failure to Report Disputes to Consumer Reporting Agencies (FCRA § 623); Failure to Provide Required TILA/Regulation Z Disclosures,"Section 5(a) of the Federal Trade Commission Act, 15 U.S.C. § 45(a); Section 13(b) of the FTC Act, 15 U.S.C. § 53(b); Fair Debt Collection Practices Act (FDCPA), 15 U.S.C. § 1692 et seq.; Fair Credit Reporting Act (FCRA), 15 U.S.C. § 1681 et seq.; Truth in Lending Act (TILA) Regulation Z, 12 C.F.R. § 226",,https://www.ftc.gov/legal-library/browse/cases-proceedings/062-3031-emc-mortgage-co,"09.08, EMC Mortgage Co..json",18,39,,"EMC Mortgage made false representations to borrowers about loan balances and fees, charged unauthorized fees, and harassed borrowers in violation of multiple consumer protection laws.",FCRA,Financial Practices,Financial Services,Prohibition; Comprehensive Security Program; Third-Party Assessment; Monetary Penalty; Consumer Redress; Compliance Monitoring; Recordkeeping; Order Administration,"{""FCRA"": 18}"
